Side,Shoulder_Angle,Elbow_Angle,Hip_Angle,Knee_Angle,Ankle_Angle,Label
left,100.2031287,67.84584142,165.8198913,160.9375626,25.94121082,Push Ups
left,100.7753088,69.76057977,167.2567024,160.6018454,26.94959432,Push Ups
left,122.4668462,84.77166776,161.531829,152.6736472,28.84273749,Push Ups
left,144.6208867,93.24596388,159.5283451,159.6538544,30.38686224,Push Ups
left,178.2465009,109.5412591,55.66958527,75.47653182,68.60680883,Push Ups
left,147.8561629,119.1298904,32.13633493,19.99264353,62.3592033,Push Ups
left,87.42490114,126.8555859,100.2173399,15.73416294,44.32858051,Push Ups
left,72.10556847,128.0989265,109.6487837,6.633317239,41.01270486,Push Ups
left,57.1121454,136.0371331,123.3607379,1.550172159,32.43296795,Push Ups
left,46.39065401,141.6889565,136.1938665,2.64612791,22.74195913,Push Ups
left,36.99642874,149.9814763,156.2351443,6.911749265,16.44191862,Push Ups
left,30.87258178,157.5149843,162.155624,3.770267502,9.456348569,Push Ups
left,23.29841347,168.5477388,167.2068747,4.273639951,6.114092212,Push Ups
left,23.00080996,168.9266863,166.7482496,3.919670269,6.175583797,Push Ups
left,15.22512763,179.4859953,169.3933881,6.768684859,8.188087971,Push Ups
left,16.28212454,178.0811873,170.7234089,5.579754855,5.77341067,Push Ups
left,17.16295278,176.7912554,170.6372407,5.83758693,5.862997423,Push Ups
left,18.35755071,174.4629648,170.6086691,6.462050545,6.40005879,Push Ups
left,20.38578808,171.2469003,172.4407709,7.720428195,5.441966286,Push Ups
left,21.10751851,169.7341592,171.8072336,7.885606967,6.234708444,Push Ups
left,24.86337969,163.138597,170.4917116,5.260655324,4.820293537,Push Ups
left,31.26426417,154.6086448,169.4262017,6.729814566,5.807586415,Push Ups
left,41.86379752,145.3713404,175.2351374,15.22087115,4.586590219,Push Ups
left,56.41704337,135.4636284,168.4234338,20.66398618,8.940630732,Push Ups
left,96.93884299,125.428478,45.22855287,15.23702484,62.29047818,Push Ups
left,109.9251032,125.083571,41.48637434,1.642526817,66.23786195,Push Ups
left,171.0565501,99.37550196,18.28582383,3.535063021,34.37178389,Push Ups
left,144.7589599,86.6010811,9.910224459,5.59503414,29.58580554,Push Ups
left,122.1759658,78.59028988,149.2927761,123.9778498,44.42268122,Push Ups
left,120.5998617,80.272616,167.2623759,148.4524185,35.70627717,Push Ups
left,110.7060114,68.8637701,154.5780074,139.142922,34.4912572,Push Ups
left,112.7788246,70.26477127,150.9790849,137.7362391,33.22678921,Push Ups
left,109.446365,69.81430171,154.4463498,134.1671522,38.32295018,Push Ups
left,113.6588018,72.39184205,146.5255366,128.7801663,38.20150487,Push Ups
left,125.9579992,83.20039757,146.413182,135.0049031,33.53254523,Push Ups
left,130.7906339,87.41434196,143.3763878,136.3440421,29.93292763,Push Ups
left,134.9454931,89.67833502,97.89650682,112.9565024,8.804963495,Push Ups
left,176.9701134,116.7092882,15.2013955,18.24397361,51.66535474,Push Ups
left,175.7096585,118.3167079,23.57662541,47.27184029,73.35636993,Push Ups
left,147.4269607,128.7609993,36.83608358,28.84308397,62.42232916,Push Ups
left,98.62735741,135.0239986,87.96446096,12.33575569,38.54391584,Push Ups
left,52.51037518,143.7574621,121.4391904,15.16216589,18.40659971,Push Ups
left,40.11098508,148.9324485,148.9085677,0.593399423,14.32681731,Push Ups
left,30.77048929,157.3295183,161.8501019,5.318477874,12.07052206,Push Ups
left,30.33951068,157.6537018,164.0505135,1.620395869,6.40296112,Push Ups
left,24.51149565,166.2197414,171.9273707,15.38641543,12.80445565,Push Ups
left,19.82721291,173.2033537,175.1402663,16.46310413,11.34760258,Push Ups
left,15.38771491,178.9243324,175.499948,23.53446784,10.56310951,Push Ups
left,17.91246429,173.9188864,174.4672107,22.71383953,8.583718942,Push Ups
left,20.67836796,169.2417661,175.0590172,16.15451138,12.10781544,Push Ups
left,21.5623897,167.6462583,168.3812585,11.69013464,14.23541033,Push Ups
left,23.43030654,164.4896946,156.7897661,0.803788177,14.90373508,Push Ups
left,27.2793276,157.8099084,154.7737935,6.409847607,9.204162523,Push Ups
left,34.39638847,150.8492927,150.9436045,9.584919921,7.436506492,Push Ups
left,44.05605017,142.7834178,146.5187027,9.14640474,8.41369575,Push Ups
left,60.76107458,131.8013523,12.96135453,147.1341401,20.40696688,Push Ups
left,62.9749015,130.5515429,16.12214692,150.9438257,17.71573161,Push Ups
left,125.7909582,123.1385951,37.40233248,42.46378448,100.1354128,Push Ups
left,176.4691699,108.9153184,29.75566728,71.79621252,95.6874225,Push Ups
left,148.198644,94.48652128,81.76278175,105.1123563,7.400795415,Push Ups
left,125.4675336,82.56731998,152.4964418,165.3893302,5.977966541,Push Ups
left,121.5622131,79.77073854,154.841193,163.4292535,8.250634555,Push Ups
left,121.8498526,80.32888755,147.8726253,150.9865242,13.57716952,Push Ups
left,117.1577331,75.55146415,158.2415492,166.5779236,8.328452302,Push Ups
left,116.205732,74.60227601,159.8293016,169.946872,6.558129345,Push Ups
left,123.091705,80.35966874,159.5198827,170.4490309,6.619312,Push Ups
left,129.7073345,87.9970228,158.5167875,147.018485,29.00754575,Push Ups
left,130.4147485,88.71075703,154.6956876,139.6491843,32.46381022,Push Ups
left,128.3039168,87.82851348,158.2404165,142.527392,33.55953402,Push Ups
left,130.8663436,88.98376586,159.5650621,142.9471015,36.79913762,Push Ups
left,159.0427513,104.233223,158.8724046,148.7168062,44.21834399,Push Ups
left,161.4222337,119.5342497,136.8905502,163.7020428,88.46188193,Push Ups
left,67.9591798,136.4641035,133.1798905,36.19278753,45.41274388,Push Ups
left,48.06206784,144.7700977,151.1587372,12.77195079,20.45207672,Push Ups
left,47.8350615,143.3672539,152.5734348,10.28342353,17.64686283,Push Ups
left,37.64159116,151.6682059,162.6320779,9.928081126,12.26925749,Push Ups
left,28.2930415,160.9016279,160.2527478,0.944792169,9.483420073,Push Ups
left,21.37954791,169.473872,164.6097482,3.038546124,9.109378012,Push Ups
left,67.4526613,172.3043518,174.5802056,175.3080912,111.5182197,Push Ups
left,66.15252687,171.7751583,176.2584341,176.6125177,111.6677145,Push Ups
left,65.00865393,170.8977514,177.7159527,177.900286,111.7966038,Push Ups
left,63.96156156,167.5346467,178.1318249,178.5850129,111.0859906,Push Ups
left,63.33396738,165.5415735,178.4549149,178.9591079,110.2191414,Push Ups
left,62.9441972,164.5185391,177.9477912,178.2938227,109.5915497,Push Ups
left,63.63811458,162.8525092,176.227266,177.3690517,108.5754782,Push Ups
left,65.75958968,160.9257815,173.0813926,175.4173465,106.4236054,Push Ups
left,65.07859861,158.3752094,174.0243657,174.2106752,102.8339381,Push Ups
left,66.78159793,156.1636565,173.2711863,174.4282207,100.7486943,Push Ups
left,66.34510536,155.6373553,174.2164714,173.4986655,99.32388184,Push Ups
left,66.42943986,153.9372625,175.1331633,175.0316402,98.41260995,Push Ups
left,64.54172439,150.8289929,178.13538,176.6153136,96.83472504,Push Ups
left,60.57874692,144.6218669,178.4345307,176.3002105,93.7459515,Push Ups
left,53.53427945,137.9308004,179.3313333,177.539474,91.94897829,Push Ups
left,51.35771538,137.8498181,178.0772744,175.9790767,90.83651244,Push Ups
left,45.03269951,130.8699153,176.4750905,177.9463204,90.69371937,Push Ups
left,39.27261713,123.2965088,175.9679153,179.4281871,90.29353406,Push Ups
left,32.78476734,116.5511852,174.0622738,179.4668152,88.61020262,Push Ups
left,35.53642975,118.2546628,174.9141482,178.9638905,87.57747531,Push Ups
left,37.98891795,120.7537422,174.3817749,178.3137445,86.36686632,Push Ups
left,38.40518916,122.7230355,173.8988661,178.1291408,85.73067534,Push Ups
left,37.63242553,123.1163639,172.1695722,178.4268031,85.24836016,Push Ups
left,37.51830919,122.9299906,172.3934984,177.3464547,84.80330871,Push Ups
left,31.34210528,115.7164376,172.640985,176.4939703,84.6964795,Push Ups
left,26.14675874,110.0132619,172.2818969,176.5813094,84.77821926,Push Ups
left,28.47875296,113.228633,172.7305135,176.2788207,84.92590183,Push Ups
left,30.46040191,115.7297615,172.9121767,176.2429819,85.01295635,Push Ups
left,35.96845979,123.8822432,173.9488432,173.1190489,85.12711802,Push Ups
left,40.00233077,128.4865362,176.1534632,170.5189379,85.67879269,Push Ups
left,42.11009599,130.9602021,177.8519084,169.2552309,85.70234602,Push Ups
left,44.52555438,134.5810567,179.0957963,168.3505359,86.23799595,Push Ups
left,47.30215221,138.4809286,178.6657198,169.8896978,88.08246621,Push Ups
left,52.15863002,144.6865429,178.6906759,170.4544223,90.39117454,Push Ups
left,55.8582716,148.9613348,179.8059946,170.3073969,92.14204178,Push Ups
left,57.95162054,150.2881465,179.8331626,171.0633623,93.06028203,Push Ups
left,58.95953285,153.4296844,179.1169938,171.2288614,94.04579917,Push Ups
left,61.93978735,155.5735281,178.1111826,170.8070909,95.4883079,Push Ups
left,63.56178769,159.0142085,177.667399,170.6898672,97.56356998,Push Ups
left,63.6766944,161.0144034,177.4103798,169.9483162,98.39797523,Push Ups
left,63.09321692,162.5385525,179.7585799,170.3825418,98.09901019,Push Ups
left,64.09224697,164.0366247,178.6237832,169.5971668,98.74976788,Push Ups
left,64.76072109,165.1215785,178.2790171,170.0276239,99.98497398,Push Ups
left,63.08523903,166.2701641,179.159467,170.2426361,101.6756566,Push Ups
left,63.1469221,167.2942509,179.4419301,171.9536932,103.616706,Push Ups
left,63.80343989,168.0838046,178.7730239,171.4184127,103.5359461,Push Ups
left,63.48407345,168.7550601,178.729612,170.8501343,103.6360624,Push Ups
left,63.59690546,170.0691365,178.6526472,171.1253939,104.5910053,Push Ups
left,64.11910451,170.8623636,177.5325557,170.4642966,105.1409555,Push Ups
left,63.3764228,171.3018343,178.302124,170.5512729,105.4419484,Push Ups
left,63.79214254,171.5832152,177.3758336,170.1911182,105.7037647,Push Ups
left,63.53415436,171.9417443,177.5326948,170.6477211,106.384321,Push Ups
left,64.00716161,172.7638516,176.8476549,170.3417388,106.6184463,Push Ups
left,64.01712655,173.3965491,177.4134472,171.2280636,107.1772091,Push Ups
left,64.20121682,173.8286246,177.6861973,172.1201558,107.78467,Push Ups
left,64.40867521,174.1330728,177.8068253,172.7908485,108.2444296,Push Ups
left,64.51378462,174.3035217,177.711884,173.1064457,108.5673703,Push Ups
left,64.74954784,174.4164264,177.3549397,173.1990164,108.7641402,Push Ups
left,64.9457784,174.4107189,177.3280996,173.454515,108.8222057,Push Ups
left,65.03261473,174.4218765,177.2861637,173.530686,108.8316958,Push Ups
left,65.10835179,174.4183805,177.2660509,173.545854,108.7767571,Push Ups
left,65.07132758,174.4154164,177.3833315,173.5672771,108.7127695,Push Ups
left,64.67627118,173.6844299,177.4182372,173.5677849,108.6794221,Push Ups
left,64.05617088,172.6048054,178.1493192,174.247279,108.6725647,Push Ups
left,63.43627919,171.1466204,179.3396388,175.5253042,108.5550357,Push Ups
left,63.05057459,170.3510143,179.9190651,176.0009303,108.4323036,Push Ups
left,63.01941103,169.361911,179.5837408,175.808201,107.8434351,Push Ups
left,65.69649664,165.8967073,176.5488443,176.2191852,106.5287185,Push Ups
left,66.27953424,161.9232811,173.9939853,175.5493007,105.1726686,Push Ups
left,66.44387006,159.549564,173.4074629,175.8166816,104.4067588,Push Ups
left,65.31216084,158.1178926,173.7479217,175.2113677,103.9144547,Push Ups
left,65.36994979,156.7724502,173.6015454,174.3035045,102.1140832,Push Ups
left,65.40289505,154.0281079,175.9032932,176.7711081,100.1645897,Push Ups
left,64.02248269,151.6780896,177.8100972,177.1867883,97.94153675,Push Ups
left,61.74218657,147.3756504,178.333773,175.9191082,95.32577739,Push Ups
left,59.10201066,146.8245791,177.8048797,178.1991962,95.27673944,Push Ups
left,55.33908997,142.5450472,176.5421031,178.5516836,93.85843179,Push Ups
left,49.64961553,134.3108238,177.9715628,176.3407798,90.41259814,Push Ups
left,42.22103779,126.5362589,175.828336,177.3493379,88.96148435,Push Ups
left,36.8563669,121.6614777,172.2705522,179.5520666,88.45302239,Push Ups
left,35.71943095,120.3910766,172.0578633,179.0061552,87.6110806,Push Ups
left,35.88782794,119.8215246,173.2021368,177.0405175,85.8709662,Push Ups
left,36.13712704,117.7734413,173.2891348,178.7451768,85.64246082,Push Ups
left,40.37416973,123.286723,173.5455498,178.954662,85.67865387,Push Ups
left,40.38860927,126.2081272,172.3850302,179.0000169,85.24815668,Push Ups
left,38.54482387,124.2057872,172.3068174,178.7227654,85.12569519,Push Ups
left,30.79813022,115.2906306,172.3173221,178.7179425,85.00885604,Push Ups
left,28.03256896,110.7709265,172.3159439,178.3203422,84.70901534,Push Ups
left,27.51209017,111.2667019,171.9660746,177.8540018,84.39969608,Push Ups
left,29.25624357,113.0261901,172.1917587,177.3054025,84.28755505,Push Ups
left,30.62258904,114.522766,172.3884367,176.9066812,84.18918555,Push Ups
left,31.3650249,115.7938869,172.0815762,176.3944921,83.74542377,Push Ups
left,38.0508935,126.1879825,172.4356788,172.4364366,83.23310133,Push Ups
left,41.60341161,131.2566213,173.5502507,171.1610486,84.16755668,Push Ups
left,46.51183865,137.3133935,176.421431,169.8216052,85.43501669,Push Ups
left,49.00576266,140.8426958,176.6093528,169.658922,85.90337019,Push Ups
left,51.46348987,143.5790923,176.3336858,171.7013146,88.00548853,Push Ups
left,54.41685964,147.092977,176.266105,172.9178036,90.37435581,Push Ups
left,57.92308816,151.3009645,177.15634,172.5988918,91.48451744,Push Ups
left,59.78415739,154.4806326,178.0434372,172.1853452,92.74095503,Push Ups
left,61.02866503,155.9668476,178.0104325,172.8002767,93.61377313,Push Ups
left,61.11161887,157.2366475,177.3952609,172.7355748,94.50424052,Push Ups
left,62.80880906,159.9145713,179.7631222,170.582083,95.64128802,Push Ups
left,63.72070822,161.3992549,179.6885394,171.0956896,97.30532247,Push Ups
left,63.39576629,162.8161774,179.9052322,170.6241591,97.89722048,Push Ups
left,62.9128466,163.4279824,179.2159933,170.5423874,97.81779127,Push Ups
left,63.19065153,164.2776555,179.4165948,170.7904572,98.67582857,Push Ups
left,61.72106357,166.1006685,178.4440331,170.8414039,100.4947737,Push Ups
left,62.43289132,167.0754854,179.5126289,171.0450419,101.7227243,Push Ups
left,62.71931549,168.0876122,179.5957301,170.5923787,102.6186642,Push Ups
left,62.94902065,168.7686515,179.9436332,171.1997781,103.152007,Push Ups
left,62.97332578,169.7466252,179.518628,171.8860615,103.9372683,Push Ups
left,63.15932546,171.282601,179.5611912,172.2008312,105.187946,Push Ups
left,62.97566673,171.9342726,179.5629136,172.1733948,105.7541763,Push Ups
left,63.77646067,172.9358619,179.3742552,172.2646328,106.4129508,Push Ups
left,63.71095594,173.0572627,179.1733624,172.060951,106.4528993,Push Ups
left,64.11333723,173.5059134,178.8530264,172.3317194,106.8256263,Push Ups
left,64.24725708,173.9778826,178.9103208,172.5736244,107.130515,Push Ups
left,64.19033767,174.134924,179.0148223,172.8296114,107.4147707,Push Ups
left,64.16848127,174.3578628,178.7419002,172.5487886,107.4368812,Push Ups
left,64.26731985,174.5360838,178.4104593,172.2943828,107.4945963,Push Ups
left,64.24484608,174.5449626,178.3101311,172.4249589,107.7005836,Push Ups
left,64.45105495,174.4629744,178.1021085,172.6439473,107.8768416,Push Ups
left,64.48327506,174.4131957,178.2061293,172.8337088,107.8957808,Push Ups
left,64.57559274,174.3427571,178.136511,172.9763749,107.970985,Push Ups
left,64.58696166,174.2768321,178.1705272,173.109901,108.024866,Push Ups
left,64.49866206,174.136318,178.0983,173.1139793,108.030768,Push Ups
left,63.14507621,173.0082142,179.921631,174.1504011,107.9850211,Push Ups
left,62.37212304,171.8942203,179.0076793,174.6960568,107.6248834,Push Ups
left,62.32800582,170.7764511,179.2994725,174.5246866,106.9654878,Push Ups
left,62.44137716,170.0133204,179.5300551,174.4639049,106.529281,Push Ups
left,63.20513362,168.6146438,178.9097664,173.844339,105.7272545,Push Ups
left,64.68728978,164.5391315,175.8318978,171.5162495,102.2336055,Push Ups
left,64.06155478,161.1636327,175.6656545,171.6574144,100.946483,Push Ups
left,63.82221194,159.5218792,176.1334259,171.5146224,99.80176876,Push Ups
left,62.65164817,158.0459963,176.7013671,171.1178189,99.17178018,Push Ups
left,63.78226221,156.8665182,174.8131335,170.3200945,98.1837803,Push Ups
left,63.77733649,153.7354361,177.0494687,174.2476182,97.37625565,Push Ups
left,62.29074471,151.6144501,179.4822345,175.1049462,95.63193666,Push Ups
left,59.97999506,146.3507294,179.9708524,174.8243579,93.50781611,Push Ups
left,58.3678313,145.6885544,178.2806412,175.7793319,93.14369611,Push Ups
left,54.61157179,141.8242678,176.5003453,176.1299169,91.47098628,Push Ups
left,49.92495206,133.2722574,177.4996013,175.9337648,89.10011845,Push Ups
left,43.82006509,128.2793668,175.4138071,176.7248578,87.69756397,Push Ups
left,40.76443952,125.9217008,174.330861,177.3075531,86.53974713,Push Ups
left,40.80017195,125.9527007,175.8807568,176.8812268,85.62783477,Push Ups
left,42.7540278,130.4096591,173.749691,176.6847183,84.6035227,Push Ups
left,43.23106877,132.3602159,172.4141574,177.2604912,84.14692465,Push Ups
left,42.89263419,132.7468033,171.6239418,177.1863406,83.96824309,Push Ups
left,39.58126593,128.5520827,171.4592439,177.5434865,83.98044105,Push Ups
left,29.54829254,150.3914125,162.0732781,159.5145693,167.0824363,Push Ups
left,30.34750635,149.6213973,167.7855621,171.529917,173.0928186,Push Ups
left,26.85505464,154.3983881,168.2302892,170.3775104,172.0888538,Push Ups
left,17.27314341,169.6939175,167.0176962,161.1121086,165.3644034,Push Ups
left,15.08392959,176.8908584,19.6117666,169.1552278,1.076017315,Push Ups
left,14.69603256,179.5457821,178.0046753,13.89438721,1.290935027,Push Ups
left,15.88195052,178.0346843,109.929716,87.92612825,6.787765304,Push Ups
left,16.48950726,178.4188841,160.9540981,46.16367908,15.49434476,Push Ups
left,16.56570133,177.3867984,157.5135693,52.74089261,19.05705688,Push Ups
left,17.00545319,175.9120334,162.3239241,34.6903947,6.098849526,Push Ups
left,21.88463833,166.541828,14.68167574,177.4810525,6.088354363,Push Ups
left,28.09026709,159.4563259,12.8212088,168.8598638,10.80265705,Push Ups
left,32.67380946,153.2370442,10.29816264,155.2067312,21.47117139,Push Ups
left,33.71143853,152.3303933,13.41590831,156.0216945,23.58502951,Push Ups
left,38.00849891,144.0853224,7.241056461,148.7255031,25.57988503,Push Ups
left,56.91686687,121.0886989,24.71121813,162.371987,26.65144438,Push Ups
left,76.52971773,103.9560861,23.73924506,160.4571569,20.62115017,Push Ups
left,158.1355389,79.68725156,93.64986369,169.7126753,17.44034742,Push Ups
left,141.645969,58.78114864,148.179901,179.0968301,14.03070909,Push Ups
left,150.3450728,61.73002515,143.806201,177.2053297,12.48885878,Push Ups
left,95.29576652,23.8415274,150.9206867,161.4921473,22.82440089,Push Ups
left,71.07057719,158.5076266,27.16722269,90.11171216,66.3244085,Push Ups
left,79.96606806,95.53585641,1.243171409,98.08440207,83.81877443,Push Ups
left,101.4607523,114.2440373,14.13343448,113.7952484,72.16542508,Push Ups
left,53.65699518,151.4791805,14.89097674,128.9517048,55.09622429,Push Ups
left,56.9629951,148.7880215,10.98359634,98.75459134,50.92772649,Push Ups
left,47.25312284,144.2366361,94.26782372,29.25725591,40.89309972,Push Ups
left,38.76878877,142.7579082,161.700138,62.23770549,67.22638628,Push Ups
left,30.50956013,150.8111761,157.7238053,59.69781985,70.79037881,Push Ups
left,27.68187666,154.5811652,72.08557278,171.8920988,53.07192218,Push Ups
left,22.518731,164.7888838,121.4722178,119.6613246,49.91429109,Push Ups
left,22.8509316,166.3106461,124.7559413,102.2066157,34.5441766,Push Ups
left,16.4751749,178.7312578,169.5241557,37.29424559,14.3568635,Push Ups
left,15.84375806,179.0087123,169.5047403,33.58601567,10.28058472,Push Ups
left,17.44399706,179.3563475,171.1451375,13.2041916,8.453136224,Push Ups
left,18.53555631,177.4058886,175.9365791,13.74108635,4.561934607,Push Ups
left,19.61841171,174.6857289,174.4726217,13.23312707,6.076324357,Push Ups
left,20.75914545,172.4310272,172.5999133,12.37753885,7.196898558,Push Ups
left,24.72645756,166.0017717,171.023141,11.82941237,7.69561424,Push Ups
left,29.06307783,158.3213249,169.8545904,14.16188843,11.09812379,Push Ups
left,33.24737497,149.8951722,20.9217821,178.212093,6.926250249,Push Ups
left,42.69834529,139.0744268,13.15695103,136.9877398,15.37757394,Push Ups
left,52.84917674,124.1034208,8.780583133,160.0438001,13.83811821,Push Ups
left,51.18726743,123.7093037,11.30760413,141.6036266,36.11438755,Push Ups
left,152.3377347,92.11708801,103.4525398,173.8616171,18.12823476,Push Ups
left,139.5961015,69.95415414,172.6783564,147.9931938,12.27078169,Push Ups
left,131.9886909,63.17258519,141.2932788,136.6717852,40.99587019,Push Ups
left,39.80176795,5.505656192,91.22902336,54.60777966,62.77630376,Push Ups
left,44.36161002,0.171500096,81.54273639,46.20113542,60.80534477,Push Ups
left,35.04660819,44.25547059,87.88236334,56.74881917,58.52246047,Push Ups
left,1.961855776,50.69079742,124.8207566,72.33758159,62.97733732,Push Ups
left,23.11819575,127.8467721,108.8743264,69.61393512,61.09854746,Push Ups
left,135.9387178,113.9376139,177.7953741,171.8113063,11.83095824,Push Ups
left,111.3173139,144.4548351,37.35586534,41.79644607,38.96141573,Push Ups
left,177.3242252,156.0214815,35.8193906,41.79676316,11.81272651,Push Ups
left,135.166939,159.4007241,10.90387185,122.692096,13.98610384,Push Ups
left,86.37126115,143.7286197,45.16392585,75.04902596,22.13178694,Push Ups
left,40.78633037,135.614242,11.91490597,100.4380211,78.97252591,Push Ups
left,37.83623211,140.570985,9.123310195,144.7102047,31.70245919,Push Ups
left,36.79524569,141.9261077,13.212151,157.2742951,23.40941304,Push Ups
left,30.24665467,151.004434,8.13699094,155.7693663,21.51495556,Push Ups
left,25.11016364,160.6038438,126.4903233,18.84261769,24.10048695,Push Ups
left,21.73642518,169.1097253,146.9505665,53.74034412,8.930503885,Push Ups
left,18.08622483,177.8813698,173.532774,18.61486615,12.47062734,Push Ups
left,18.8163228,178.9344008,175.0076306,17.13081106,8.405450402,Push Ups
left,19.03913934,179.3524279,178.4492777,22.54219735,10.20464646,Push Ups
left,19.35918502,177.0673381,177.1323198,25.89563802,9.889627427,Push Ups
left,20.39304787,173.729173,178.767976,20.51858164,9.317193207,Push Ups
left,23.69367001,167.6762905,177.5510324,19.47817507,9.200612992,Push Ups
left,28.68688932,158.41311,159.2139382,0.331123743,8.075755016,Push Ups
left,32.26716031,152.4770236,52.64909141,105.0040303,9.786336731,Push Ups
left,34.28576958,150.0428869,22.19597267,134.1214608,10.98937794,Push Ups
left,39.4362934,142.5237038,4.160788561,158.2097498,13.06891316,Push Ups
left,48.35988597,127.6363045,8.797657472,140.5025167,17.55349666,Push Ups
left,59.03312593,117.4725505,5.124619241,134.5124267,33.82436147,Push Ups
left,84.74456116,104.4928862,28.32813341,147.6460706,28.99964121,Push Ups
left,130.248645,60.10352322,162.5777177,171.1123838,10.26528184,Push Ups
left,138.1373242,70.27710008,164.8764333,137.967395,8.311296788,Push Ups
left,79.08394575,14.2554184,134.3912022,125.1872835,38.740209,Push Ups
left,4.988472846,82.74767066,119.1966406,101.491932,25.1841667,Push Ups
left,118.9946107,124.7666938,166.0491039,171.5191186,17.86674993,Push Ups
left,129.6582179,116.8366991,172.9511422,179.5391454,15.62085014,Push Ups
left,111.7652761,164.2109285,70.92978853,74.83917574,29.04147984,Push Ups
left,110.4730144,156.7195591,31.10825916,164.8029807,11.87478776,Push Ups
left,61.66464478,168.9345521,135.124752,12.52282145,9.301306643,Push Ups
left,43.92975538,166.8458798,136.9461189,9.783406039,10.48838794,Push Ups
left,40.34348407,138.2685466,24.51773984,96.23637973,46.65749889,Push Ups
left,37.69612973,143.5626366,1.388343842,141.3566493,23.95071745,Push Ups
left,30.83496104,154.6287767,0.57529297,145.5398152,21.30478135,Push Ups
left,23.6862587,165.9854684,22.86202183,128.6215383,16.90216897,Push Ups
left,23.89076277,166.6118971,25.17418299,125.7620408,16.93509384,Push Ups
left,18.52788225,175.5652946,14.82627144,140.8779447,12.56597789,Push Ups
left,14.48551284,177.8939661,46.41133332,117.9005169,5.127774134,Push Ups
left,15.24888276,179.6303245,175.9242133,11.03589917,4.752820605,Push Ups
left,18.26333021,174.8191846,164.9119806,0.879807133,5.119125799,Push Ups
left,19.41043928,173.1754282,7.421165005,154.2729689,7.266847913,Push Ups
left,20.21675436,171.7531659,5.18237208,156.3601427,7.388580103,Push Ups
left,24.23717816,163.4270142,5.583052681,163.4926542,11.12237528,Push Ups
left,30.3890609,154.2744716,82.02703089,44.58610014,41.13243306,Push Ups
left,37.30068931,143.9783213,1.755862257,132.3058361,32.87347143,Push Ups
left,45.22100983,133.40216,6.321625532,137.7713529,34.3026368,Push Ups
left,59.5140861,118.6565729,19.06179506,155.3157535,25.45018159,Push Ups
left,59.63210105,118.4756986,21.66987326,156.3825394,26.15383014,Push Ups
left,115.31934,105.3445861,73.9192013,164.7586029,24.98925515,Push Ups
left,166.2185818,83.62828624,140.0493532,169.4341896,6.155883955,Push Ups
left,131.1122667,60.414119,144.8257466,147.9076957,33.90936841,Push Ups
left,31.47195366,110.3619885,115.0721891,70.16662642,68.44284078,Push Ups
left,3.151194526,104.3101092,124.0991011,78.5314008,52.83428362,Push Ups
left,17.97146982,119.9421692,114.8594176,77.88743059,53.58004041,Push Ups
left,33.18938209,9.90510466,117.8411643,100.3190172,43.65785911,Push Ups
left,64.42357551,27.57643221,109.2339139,103.7948166,42.09167407,Push Ups
left,92.74486196,66.22976584,0.357866722,60.51822855,129.948972,Push Ups
left,78.14321539,86.2900786,11.46535451,147.6475,31.4262802,Push Ups
left,80.8173668,102.317333,29.25026181,136.3572032,23.85517257,Push Ups
left,172.5253773,27.95265624,4.343465058,72.77424726,125.9418654,Push Ups
left,20.4116536,151.7729173,58.0535575,128.5102305,127.6159351,Push Ups
left,12.39192114,167.804825,84.84051894,179.2409435,98.29578083,Push Ups
left,19.04001332,168.358186,104.5210225,170.8622174,98.15215557,Push Ups
left,22.00115821,165.0118806,129.9148371,136.1043952,82.95310438,Push Ups
left,20.73059165,163.8088718,12.97061246,109.3297271,55.24329307,Push Ups
left,18.59863606,164.0585085,0.157009429,133.0083734,43.77034537,Push Ups
left,14.10828998,172.0679926,9.229528671,132.6561245,52.89670624,Push Ups
left,13.23367923,176.3757356,156.7631521,16.00022555,33.92765623,Push Ups
left,13.33511161,178.7539697,140.829875,5.006238102,27.97413818,Push Ups
left,13.961012,179.0982279,138.5485628,16.29527461,17.85464282,Push Ups
left,17.34499472,172.9890553,166.6738198,5.306700104,0.346279201,Push Ups
left,18.71570851,170.3512723,172.2413461,19.42945889,18.84384255,Push Ups
left,23.20951755,163.3324154,177.8434427,23.51570289,12.50742582,Push Ups
left,27.90583703,156.328666,171.0891195,33.20013436,14.63255903,Push Ups
left,38.7875938,141.2453001,161.5661718,45.88633727,16.26401747,Push Ups
left,44.9927891,132.0311114,122.3251587,86.75765112,18.22814134,Push Ups
left,46.1082099,130.0608059,81.69410884,130.0145591,21.05046715,Push Ups
left,51.45369353,124.0174435,176.8063859,19.71786723,12.04604842,Push Ups
left,59.17923731,112.9750253,6.27039031,164.9328914,12.1072102,Push Ups
left,81.19361074,91.50755053,15.73651965,178.166412,4.854459682,Push Ups
left,138.9070891,73.45322886,153.1326947,167.8382079,4.547293716,Push Ups
left,86.72679485,45.81099738,160.9975639,147.2339827,3.898768983,Push Ups
left,87.28788919,45.02352756,169.7834182,155.5335633,4.300463576,Push Ups
left,86.6894988,45.44941249,174.1700833,160.346604,3.857320352,Push Ups
left,93.03204895,50.00026544,175.019642,158.5916046,2.404782889,Push Ups
left,105.2591637,58.90049128,167.7703491,177.1423986,12.27992823,Push Ups
left,122.2266296,69.12024456,156.2162535,173.5859911,11.61763658,Push Ups
