Side,Shoulder_Angle,Elbow_Angle,Hip_Angle,Knee_Angle,Ankle_Angle,Label
left,9.15893488,69.62568083,42.82411284,29.01784369,151.7053316,Squats
left,9.697632674,77.77389013,41.92532845,28.48519261,151.7619354,Squats
left,10.3890527,79.0822862,41.45598895,28.65467484,152.1989202,Squats
left,11.56087789,68.26008715,41.04404846,28.48225402,152.2906528,Squats
left,11.18092623,81.19934588,40.6448318,28.47180706,152.3084284,Squats
left,11.25246544,81.10247572,40.61437839,28.60706373,152.3561189,Squats
left,14.31671338,58.7588712,40.07272621,28.43789933,152.5005655,Squats
left,13.9891589,62.3613069,39.78344223,28.44172812,152.6107954,Squats
left,13.88002463,55.55257438,39.78872944,28.5908869,152.8180817,Squats
left,14.31755045,50.34577854,39.53282846,28.71085141,153.180668,Squats
left,14.24100283,53.39078643,39.27132531,28.58933558,153.1542421,Squats
left,14.04321688,50.42070545,39.19316953,28.41313498,153.0393401,Squats
left,13.8825467,41.15816493,38.9431297,28.03249261,152.9218406,Squats
left,14.06799054,37.17209732,38.96968584,27.94470412,152.8465229,Squats
left,13.98809337,28.86868958,39.10941103,27.98204392,152.9522791,Squats
left,13.65739332,39.61389275,39.17058759,27.93567899,152.8359623,Squats
left,12.31238178,47.51194119,39.3672787,27.87785171,152.6678928,Squats
left,11.12207236,46.10262523,40.18730554,28.22279158,152.3448203,Squats
left,10.944399,51.44658974,41.61868024,29.79761261,151.9617776,Squats
left,7.801235879,29.51087238,47.95754615,36.07415114,151.9720024,Squats
left,6.651227432,48.59291811,56.88263923,45.00821355,151.6911962,Squats
left,6.928815365,34.81194574,63.17567604,50.73913856,151.2174534,Squats
left,9.47338631,46.02595326,73.9768687,61.44392682,150.4257915,Squats
left,6.435858137,124.6636518,87.14408024,73.69561064,149.7780448,Squats
left,5.92153196,107.3030911,95.30016248,82.19759887,150.2412421,Squats
left,4.05159174,17.5803723,107.7943833,95.75653467,151.5083361,Squats
left,7.347487148,23.09577797,114.9853535,103.7970275,152.9236041,Squats
left,0.31595038,65.73606563,122.8053408,110.800199,153.7423264,Squats
left,2.572457976,94.87913438,128.3203374,116.037233,154.5950362,Squats
left,5.404665026,107.025979,135.8417049,124.7620523,157.2595657,Squats
left,4.179974355,120.684126,141.9763631,132.9516423,160.3947339,Squats
left,9.407153329,117.2325627,146.720893,139.0425646,163.0720964,Squats
left,5.860107408,101.1539076,148.4862304,143.0978458,165.5236784,Squats
left,2.997217233,103.2332958,153.97861,150.2170919,168.12061,Squats
left,4.157370177,97.54684305,157.868381,155.82451,170.3614951,Squats
left,9.569499818,126.0033996,162.0210992,160.7796571,172.2468007,Squats
left,8.418728734,112.5970169,166.7195103,166.4377064,174.0422583,Squats
left,3.728872756,109.8169397,169.6179655,170.2936549,175.3519604,Squats
left,0.973441049,114.9004916,172.4127496,173.3532534,176.3355299,Squats
left,2.899027027,122.0065645,173.2053817,174.2529035,176.6289312,Squats
left,172.0836448,174.7203931,172.333309,173.2476162,176.4297079,Squats
left,175.4196956,177.8250387,172.1834009,173.2159619,176.5008919,Squats
left,173.1850482,176.3123452,171.6021973,172.4375394,176.2474738,Squats
left,173.4248894,178.6910541,171.6929944,172.7432095,176.4331277,Squats
left,173.1789733,177.8640493,171.8644015,173.4185816,176.8088776,Squats
left,162.2139256,164.5773594,170.8905115,173.0575512,176.9109637,Squats
left,167.3657497,166.8632311,170.2782446,172.8711467,177.0015444,Squats
left,167.4498698,167.9684504,169.5940927,172.3314356,176.886595,Squats
left,164.8039609,167.2771778,169.494094,172.4464687,176.989936,Squats
left,166.7181488,167.1890177,168.9602188,171.854369,176.834972,Squats
left,166.631289,166.6969627,168.437525,171.6002215,176.8694719,Squats
left,154.9258763,162.4282908,167.7454811,171.0952301,176.7680654,Squats
left,8.446752235,92.70084687,166.5286847,169.7358293,176.2175711,Squats
left,4.530490741,75.15037294,164.7324674,167.7816215,175.535849,Squats
left,7.933629395,82.14013678,162.1350786,164.6579824,174.5092399,Squats
left,4.452284347,81.84046479,158.3488473,160.2340472,172.950891,Squats
left,5.820857921,72.75190006,154.3827806,154.881243,171.231914,Squats
left,6.219656678,125.7544584,151.3149917,150.5315571,169.7737458,Squats
left,5.254439085,71.65738978,148.5672038,147.1469646,168.4466103,Squats
left,0.573479371,111.0797102,143.8051377,142.2387762,167.101689,Squats
left,1.58217593,113.3152662,138.9180407,135.9197049,164.9151035,Squats
left,0.251123307,95.73569262,135.1974745,130.4376917,162.6147102,Squats
left,0.280536899,93.08558927,132.464401,126.394062,160.5889399,Squats
left,0.872383478,69.68254536,129.0138924,122.1974755,159.476912,Squats
left,1.488219862,79.33603697,125.4973984,117.1223858,157.5430156,Squats
left,2.108178055,64.19163158,120.5531547,111.0807374,156.0580624,Squats
left,0.167832103,87.293419,118.4649333,108.3674227,155.2389689,Squats
left,2.276576731,75.41542456,112.8518413,103.1047871,154.9195927,Squats
left,3.351233173,91.36874527,104.9998068,96.05245391,154.9291031,Squats
left,3.256343196,98.62695169,100.1496125,90.38363752,153.853046,Squats
left,9.248539087,96.98408214,95.09218858,84.41993706,152.6988202,Squats
left,9.848179807,98.36899721,89.95961064,78.74492104,152.1326703,Squats
left,13.80089081,48.84081488,81.17632041,69.88941513,151.6809564,Squats
left,13.31238381,41.68511352,73.93707164,62.71411142,151.8629761,Squats
left,12.32060945,55.07839745,68.90270971,57.13447985,151.331817,Squats
left,11.67489748,50.37117671,63.66081894,51.13667577,151.0853538,Squats
left,10.45180028,63.19189329,58.92608943,45.34906616,150.5640046,Squats
left,9.877619726,53.89081186,57.04117309,42.16334622,150.0237587,Squats
left,8.521008417,47.52818938,55.46407032,39.85808373,149.8183782,Squats
left,8.130539521,59.96557141,54.32335818,38.30377102,149.9087348,Squats
left,5.119701512,85.53740822,53.61332706,36.94585305,149.807049,Squats
left,4.301474364,82.57251102,50.96162521,34.56468084,150.0455027,Squats
left,4.593667241,63.98281535,49.68732389,33.22506859,150.0442803,Squats
left,4.490991296,54.48564002,48.4861547,31.65131311,149.9400875,Squats
left,6.080766744,47.20179705,47.95931603,31.42893164,150.0665035,Squats
left,7.549133777,42.8548687,47.73297933,31.48743527,150.2758668,Squats
left,8.674789886,46.10321175,47.21537671,31.63236998,150.5057884,Squats
left,8.648014367,27.2957096,46.47003846,31.45835429,150.9417837,Squats
left,9.610245251,18.8377428,45.41288417,31.16080836,151.6406378,Squats
left,10.7723575,18.99910844,44.12723965,30.83427269,152.3502922,Squats
left,13.81511322,27.60435583,42.52887404,30.25948714,153.450951,Squats
left,14.84375529,38.04673424,40.97774954,29.3912182,154.117239,Squats
left,15.75241305,38.91609106,40.41957794,29.36432394,154.6336868,Squats
left,15.73192264,51.10430686,40.22767868,29.39751865,154.8438519,Squats
left,15.7147351,62.28932477,40.23486331,29.38451262,155.1563038,Squats
left,15.65980234,63.00063053,40.15601616,29.31368063,155.2847592,Squats
left,15.56918249,63.94585664,39.84113812,29.15792109,155.3954427,Squats
left,15.58223318,56.67553189,39.71244498,29.1959586,155.4870932,Squats
left,15.24821131,30.31979966,40.64528894,30.222701,155.5977713,Squats
left,15.76882772,21.01157748,44.63031349,35.93506065,156.3000912,Squats
left,11.48947235,23.2889853,51.98629819,43.68203593,156.0745171,Squats
left,6.99887858,15.20042031,59.94828209,52.23015834,155.9318063,Squats
left,7.915975767,21.08162345,67.21864086,59.35613891,155.6262429,Squats
left,10.75256265,54.53265602,78.46443533,70.90939732,155.4602928,Squats
left,10.29157136,64.33505984,87.90835595,80.32633499,155.4633085,Squats
left,2.510443285,41.42927495,99.10720044,90.99447044,155.2851948,Squats
left,9.790300669,30.05069951,109.8862146,100.9618176,155.8152465,Squats
left,4.882997155,21.78989127,118.4439463,108.6197518,156.0379096,Squats
left,2.09839179,68.04442912,124.2818937,113.9723974,156.5774811,Squats
left,4.865379223,77.6304672,130.4899007,119.0752831,157.1256256,Squats
left,4.557896085,113.4936984,139.2546096,129.5563923,159.8847082,Squats
left,2.275947307,69.60897327,144.1928524,136.3500941,162.4554291,Squats
left,5.579802537,41.44905061,147.3688363,142.050525,165.1927026,Squats
left,6.71221638,127.8846213,151.1759435,146.8001059,167.1967542,Squats
left,7.012383607,118.7405739,155.270214,152.9365001,169.7145246,Squats
left,166.9188534,158.6621932,158.7305782,157.7454214,172.0309223,Squats
left,138.8577934,157.0676026,162.4510729,160.7373342,172.9483633,Squats
left,30.72491459,155.7320942,174.2555597,174.9984391,176.5113785,Squats
left,30.53409911,155.8580989,174.0973784,174.9354602,176.4331406,Squats
left,30.39729256,154.9028696,173.9778416,174.8467172,176.3467372,Squats
left,29.89526738,155.6302116,173.8207451,174.7649302,176.2872981,Squats
left,29.49735562,156.3166377,173.6818658,174.6624384,176.2293733,Squats
left,29.88960756,155.4403019,173.6086871,174.5826972,176.1839824,Squats
left,29.77508785,156.4534377,173.5273963,174.4527915,176.1176754,Squats
left,29.37466912,156.4215835,173.4310636,174.3297836,176.0505068,Squats
left,29.41164995,156.0976845,173.3332517,174.1532844,175.9151597,Squats
left,28.9603164,157.5299073,173.085847,173.7156975,175.6653226,Squats
left,28.67523099,158.6875444,172.9583352,173.5578203,175.5646887,Squats
left,28.71371603,159.3074431,172.4697569,172.8819159,175.2169047,Squats
left,29.24554196,157.2500681,171.9887266,172.2119275,174.8875755,Squats
left,29.27252352,155.5030949,171.135672,171.3027703,174.5694158,Squats
left,29.57464513,153.7280305,170.1794758,169.9204938,173.987725,Squats
left,29.93896006,151.4890245,169.3257302,169.1158502,173.7058397,Squats
left,28.45785782,154.8234105,167.9188722,167.7660418,173.2558161,Squats
left,25.39218166,160.6348392,167.3713999,167.1722636,173.0706818,Squats
left,24.91172921,160.3418712,166.7719954,166.7855786,172.9731257,Squats
left,24.16687405,161.6623265,165.0277542,164.8513073,172.356319,Squats
left,24.58190408,161.6334871,163.237765,162.8589029,171.7508422,Squats
left,23.19441048,179.5444633,161.2808058,159.6781603,170.092629,Squats
left,20.9372495,165.1164353,159.9805102,157.3959583,168.8700572,Squats
left,19.76254104,74.26393045,158.9397743,156.1575535,168.1328818,Squats
left,19.86706997,161.6307359,156.5801093,153.5221548,166.9686766,Squats
left,19.82084981,171.1417664,155.2467517,151.5541294,166.1030151,Squats
left,19.46122164,165.7009751,153.6444571,149.5773616,165.3757912,Squats
left,17.02517396,165.8818012,152.6313874,148.3121712,164.6918407,Squats
left,13.94954539,164.7265931,151.5655375,147.3458498,164.4348821,Squats
left,13.15407276,168.520916,149.912357,146.2285636,164.289822,Squats
left,13.78856543,166.8081411,148.5451317,144.7771512,163.8828663,Squats
left,10.54640064,171.5049523,147.0163754,142.918777,163.1642831,Squats
left,9.829796217,164.7014345,145.8097954,141.614765,162.6745758,Squats
left,8.512982265,156.7235682,143.6981288,138.6705566,161.3902428,Squats
left,7.59933525,11.60572189,140.9053446,136.3209997,160.6278869,Squats
left,6.245547122,5.259794517,138.0558347,132.7942104,159.7461679,Squats
left,10.53080391,17.46891199,138.0364316,132.6998396,159.3203698,Squats
left,21.74025691,24.37751114,134.341906,129.9465672,158.9244901,Squats
left,20.56347237,19.6417777,132.1056283,128.9736107,159.327307,Squats
left,19.33631694,22.27137133,129.3346805,126.3522736,159.4289229,Squats
left,47.49501033,51.41494321,126.0759678,122.7802758,158.6414099,Squats
left,77.4059971,80.04582909,123.2539104,120.2293854,158.1707606,Squats
left,138.2210703,144.9875355,121.7634107,118.0786042,157.7023992,Squats
left,156.367964,171.0760728,119.4515798,115.4731839,156.8321586,Squats
left,101.2453469,130.6370913,118.0122963,113.5933067,155.8935861,Squats
left,34.88783547,81.74566473,112.2572193,107.8249846,155.1757973,Squats
left,34.59815007,93.96533728,108.4951808,104.6113799,155.1670031,Squats
left,52.04981781,85.03609698,104.058193,99.24949801,154.6671015,Squats
left,32.53006802,133.4277617,101.5905577,96.87457034,154.6803858,Squats
left,26.35526832,122.2654084,99.69459668,94.27073764,154.5226084,Squats
left,22.39507491,149.5632634,91.80782519,86.9651659,154.63862,Squats
left,22.4881606,115.6495475,88.84834421,83.89568776,154.8104037,Squats
left,25.91958192,128.3327826,88.716365,84.20351964,154.616129,Squats
left,24.88621359,125.0343882,87.3198776,82.291483,153.8616163,Squats
left,23.32154167,133.0842386,83.28254765,77.14922111,152.8461898,Squats
left,22.58453604,125.1104672,81.10251725,75.36476226,153.1415813,Squats
left,21.67441939,108.6125345,79.79901099,73.66736761,152.451139,Squats
left,18.06413049,97.48847855,81.63954471,73.95173235,152.1073834,Squats
left,18.74409804,108.7080117,80.08564831,72.52120459,152.2559209,Squats
left,20.62560566,75.35904032,74.70454224,67.37365092,152.3098938,Squats
left,20.76647369,55.22037373,70.25198178,63.37633612,152.4519147,Squats
left,14.33545017,57.51800557,72.35889669,65.86415679,152.5223791,Squats
left,11.13725778,57.74652437,70.96902928,64.88913214,152.7452915,Squats
left,6.684783237,48.09384157,72.05731807,66.00093825,152.5762456,Squats
left,6.842680991,60.07019979,71.32464502,66.2957143,152.8769054,Squats
left,5.598118021,41.54722888,69.52104014,65.34288091,153.4535524,Squats
left,6.927559241,76.61562541,73.30443049,69.14027254,153.9765405,Squats
left,7.273906538,47.74271741,75.82139162,72.62975223,154.5697281,Squats
left,9.766090408,58.92380593,81.41802902,80.6134749,155.7634543,Squats
left,17.73959863,62.46671533,84.2059718,83.77188726,155.7351113,Squats
left,18.2256949,55.01078916,87.34843471,87.60748478,155.5316062,Squats
left,17.559655,72.25252804,93.17273321,93.62876391,155.7450278,Squats
left,15.10652855,68.05856975,96.23197186,96.20497064,156.0537611,Squats
left,25.37033227,84.11937418,98.22848437,98.42006885,156.7761155,Squats
left,24.31667098,56.65458268,98.20631139,99.30944757,157.4112157,Squats
left,12.58809286,82.07602589,102.2654177,103.3823797,157.4139643,Squats
left,14.62811307,71.37202085,105.8172344,107.8695314,157.6071141,Squats
left,55.97690644,72.67991567,106.5177132,108.1661281,157.7901062,Squats
left,84.77766397,94.19127536,108.330966,110.1038944,158.3435523,Squats
left,54.06533304,51.97163612,111.8542002,114.1141166,159.0110072,Squats
left,19.11539948,19.66016373,115.2889687,117.6737019,159.5049889,Squats
left,28.40517539,26.99151252,117.1235688,120.202962,160.0211715,Squats
left,1.730557945,8.507530052,119.6396064,122.3507784,160.0891864,Squats
left,12.58910359,2.285768305,121.8622768,124.879425,160.515516,Squats
left,7.008614237,16.28160233,125.4612802,129.2851936,161.7305215,Squats
left,1.745370425,34.98699054,126.8672141,131.4619338,162.0887234,Squats
left,3.964908526,33.15374315,129.2038339,133.7117345,162.6686727,Squats
left,0.868188474,42.45669945,131.0855445,134.9727842,162.6478177,Squats
left,18.06394191,36.47836075,132.5819307,136.2959614,162.8385044,Squats
left,22.16018523,31.07907374,134.2259381,138.6537059,163.5491031,Squats
left,20.76365189,37.3957484,136.2363919,141.3451693,164.5691057,Squats
left,1.307817744,23.10488355,138.1024207,142.9967794,165.1432979,Squats
left,1.900768242,23.20075126,140.6711786,145.7063003,165.9981842,Squats
left,8.723186382,0.004674712,141.7849562,147.643954,167.0940196,Squats
left,15.43717712,16.92278278,144.5269323,149.2582622,167.549941,Squats
left,18.08503783,45.67204214,146.3709975,149.8691623,167.5439327,Squats
left,27.40760732,116.3033855,147.6936522,150.452187,167.6783729,Squats
left,23.41339395,67.73220454,150.4580851,152.2995507,167.9382838,Squats
left,22.20101651,152.7639246,154.5701736,154.1781821,168.1875987,Squats
left,26.5476306,162.962864,157.5273441,157.4532068,169.5594392,Squats
left,24.58846602,173.2067508,159.0419715,158.5946738,169.9995664,Squats
left,24.6200323,173.3313643,160.368871,159.8397943,170.4257793,Squats
left,23.02215259,177.2767089,162.6110083,161.8626039,171.3498081,Squats
left,21.75600528,179.3001325,163.36585,162.7831606,171.90769,Squats
left,22.21832852,179.5625285,164.5230272,164.2316318,172.61381,Squats
left,21.44169099,173.9261052,166.7707858,167.4611569,174.0419529,Squats
left,21.00618841,174.3139594,168.6656028,170.1255537,175.1006215,Squats
left,19.28135819,169.1166578,170.0758681,173.0557084,176.5563127,Squats
left,20.03563479,170.5350584,171.8355915,175.1940931,177.2868074,Squats
left,20.30848066,171.1820858,172.9839397,176.9065473,177.9576871,Squats
left,20.99279111,169.0063895,173.495634,177.4699184,178.1753787,Squats
left,20.85618067,171.0796656,173.715832,177.5313877,178.1894815,Squats
left,21.28195139,171.087161,173.8096204,177.0726214,177.9144212,Squats
left,20.82723513,173.0275538,174.0188913,176.7775833,177.7072517,Squats
left,20.78667594,178.3823329,174.2921443,176.8209934,177.7179221,Squats
left,21.23068375,173.68124,174.0344913,176.0170895,177.321553,Squats
left,21.34353241,174.5873698,173.6949009,175.194775,176.9321017,Squats
left,21.87942198,171.6852182,173.5148887,174.7050871,176.6952896,Squats
left,22.03128212,173.2569772,173.314288,174.4155651,176.5889491,Squats
left,22.2020579,175.4375098,173.1232356,174.1681776,176.5007781,Squats
left,22.29348461,177.0446371,173.0541835,174.0567415,176.4540615,Squats
left,22.51269061,171.2532906,172.9962526,173.9967541,176.4396064,Squats
left,22.50780173,171.1110893,173.052884,173.953461,176.4353244,Squats
left,22.52393092,169.6629396,173.1273569,174.1663455,176.554578,Squats
left,22.30329106,165.7758433,173.094399,174.218264,176.6127385,Squats
left,21.90435086,163.0716837,173.1871552,174.3321159,176.7036876,Squats
left,21.66644367,162.1425383,173.2657224,174.42478,176.7941122,Squats
left,21.10839069,163.6347037,173.2213739,174.4111986,176.8372222,Squats
left,20.99223411,164.6117128,173.1441363,174.3577472,176.8582467,Squats
left,20.64307416,166.9556512,173.1020363,174.263306,176.8147479,Squats
left,20.68352902,168.386879,173.0853609,174.1983452,176.7784178,Squats
left,20.93172658,169.4934341,173.0233569,174.1037213,176.7186552,Squats
left,21.3861184,169.4331559,173.0103028,174.0376,176.6657633,Squats
left,22.08164867,168.0737938,172.9397588,173.9577185,176.634077,Squats
left,22.31659431,168.1381193,172.9089289,173.953291,176.64279,Squats
left,22.4536998,168.5480197,172.87369,173.9699602,176.6863379,Squats
left,22.36527153,168.8085209,172.8244178,173.9997855,176.7400387,Squats
left,22.66605633,167.4453655,172.7246167,174.0174174,176.7967836,Squats
left,23.61806071,164.03011,172.7741546,174.2078681,176.9017898,Squats
left,24.00792762,162.4797,172.8380722,174.4134297,177.0131002,Squats
left,23.95269838,160.8387962,172.8301819,174.5115264,177.0863158,Squats
left,24.00490586,160.014426,172.7696601,174.4796302,177.0929876,Squats
left,24.02250765,160.0212805,172.7156902,174.4431702,177.0848174,Squats
left,23.96302612,160.1322425,172.6757966,174.4230468,177.0908134,Squats
left,19.541085,168.284573,169.9015037,172.3930099,176.5333713,Squats
left,21.96254314,179.1037406,170.6174624,173.0363109,176.8106432,Squats
left,16.5382476,86.48246688,177.1293269,177.3998247,178.0828113,Squats
left,18.13125903,89.48847395,178.7683763,172.5845999,175.7571693,Squats
left,1.335336043,49.53121383,177.8727397,172.6317875,176.207449,Squats
left,14.68385421,2.463878526,177.3238215,171.1944416,175.350498,Squats
left,12.45772902,25.85411827,176.6059713,171.0049667,175.707251,Squats
left,7.850829115,24.7500924,175.457726,169.6924349,175.2054656,Squats
left,7.742073751,18.2114606,175.68286,170.1022305,175.3893207,Squats
left,3.960073267,38.71527795,175.5342798,169.4747587,174.9681149,Squats
left,7.648830397,21.56174629,175.2285324,168.9142256,174.6857001,Squats
left,3.957751127,41.69800716,175.0706687,168.4697849,174.5563354,Squats
left,2.757324861,41.24180588,174.926366,168.3196428,174.4094735,Squats
left,1.05061119,67.04249719,174.7597529,168.3236569,174.4083555,Squats
left,2.294203176,50.27104479,174.4185906,168.0501374,174.4857877,Squats
left,0.013113417,49.82869737,173.6067892,167.2105279,174.2261367,Squats
left,0.010737474,60.89484036,173.0651617,166.7294297,174.2105832,Squats
left,4.194789414,4.455088149,171.797529,165.471397,174.0973978,Squats
left,3.387919073,43.52348834,170.2288346,163.7950063,173.8343857,Squats
left,6.7052878,50.27165093,168.6440455,162.4680264,173.7223215,Squats
left,10.18549954,82.28351886,165.8055504,159.9406314,173.3506226,Squats
left,10.54853082,66.70142896,162.555744,157.4541116,173.3518205,Squats
left,9.766227931,51.85079373,155.6639804,151.4854309,173.5881747,Squats
left,10.98270871,41.09135359,144.5778749,141.1199285,173.7796564,Squats
left,13.24367875,37.74078177,125.8149254,122.6607087,173.5682074,Squats
left,12.74669743,37.35059191,87.19671937,84.4571226,173.7098368,Squats
left,12.9381197,67.81152755,80.50003332,77.30025081,172.573079,Squats
left,13.31166583,64.5630933,69.29297013,66.22719931,172.0708021,Squats
left,8.901632968,23.78517418,66.22692371,63.26344657,172.0623376,Squats
left,9.788042873,49.68612043,55.52428305,52.7788671,172.2425612,Squats
left,8.346639394,149.5372691,57.27966018,52.06123719,169.1886427,Squats
left,7.247276116,65.59617811,41.08896434,35.8707277,168.5096882,Squats
left,6.660468763,47.27413841,37.51599777,29.82462223,165.7347487,Squats
left,0.444355663,35.24189564,33.51261746,24.91016014,164.5285057,Squats
left,6.092352216,45.33701677,34.04749739,24.32508448,162.999664,Squats
left,3.44925804,38.70221141,32.73592884,22.93393441,162.2557442,Squats
left,5.510535281,60.0683765,29.29231976,18.8618829,161.5612922,Squats
left,3.087950414,59.43952047,33.26131339,20.75073052,158.6978725,Squats
left,3.002358196,63.83942538,32.21211998,20.87240428,160.1472546,Squats
left,1.247410595,67.5860457,34.07284624,21.7610145,158.9608025,Squats
left,2.073127794,68.84309303,32.9356721,21.4715947,160.0333182,Squats
left,0.714188709,125.04,33.21502686,21.86196532,159.9027265,Squats
left,5.776844449,85.70405256,35.10451092,24.2975167,159.9973163,Squats
left,5.038192204,81.50414663,32.67805107,23.43885076,161.508535,Squats
left,4.428912171,84.48298783,36.7255399,31.06191261,165.0875025,Squats
left,5.980000915,78.3391097,36.857192,30.76343385,164.8417119,Squats
left,7.301895559,76.4116842,37.68954955,30.80603179,164.3650476,Squats
left,9.376176965,74.16348297,40.75491801,35.31004578,166.5154082,Squats
left,9.379465777,73.489073,40.80169529,34.38850201,165.7147109,Squats
left,9.147096533,80.02368036,36.9036546,29.98951216,165.084461,Squats
left,8.844912115,85.38925275,35.20003265,28.66310517,165.475256,Squats
left,6.977352086,82.36404273,33.63825937,27.29136767,165.5421336,Squats
left,1.316955741,76.24308621,31.86581616,26.47620611,166.3448658,Squats
left,1.594357559,69.5532007,30.92068904,26.17122017,166.7543206,Squats
left,2.392253857,66.08963174,30.94793411,25.9279087,166.507898,Squats
left,1.332001783,56.39881197,31.16369774,25.83944124,166.248333,Squats
left,1.313514243,54.54937828,31.3975546,26.21944337,166.4497272,Squats
left,1.605963159,58.21666612,31.85269681,27.54367267,167.3175299,Squats
left,1.615568632,61.10480223,31.60572409,28.37498271,168.5058466,Squats
left,0.663653512,57.69162112,32.65416025,28.84075424,168.3117479,Squats
left,0.811089054,61.12348657,32.90632096,28.84459878,168.1555598,Squats
left,1.126754434,66.49353106,33.56521055,29.21792757,167.9354801,Squats
left,1.051864819,70.76142226,34.51009187,30.20037549,167.9564244,Squats
left,0.385116638,71.50674023,35.40434808,31.05822544,167.9352333,Squats
left,0.982879615,70.6690489,36.40276989,31.56836573,167.5788132,Squats
left,1.826314795,69.84487656,37.36513767,32.64735932,167.7824609,Squats
left,1.969403402,65.13879862,37.7690047,33.54348003,168.3416381,Squats
left,2.388984965,63.95177957,39.25706808,34.86217557,168.5373847,Squats
left,3.857766884,79.61276128,39.22024437,34.95281343,168.5883176,Squats
left,2.805334326,75.02864106,37.47379771,33.23580996,168.1006203,Squats
left,4.073383589,77.51121009,36.54798783,31.40636546,167.113972,Squats
left,5.090584961,78.03528399,33.54139162,24.8102492,163.5788013,Squats
left,0.477937744,24.08520915,35.19596226,25.7131013,162.1830709,Squats
left,2.944463437,21.97846734,33.30472382,26.48268272,164.9860432,Squats
left,1.179207465,21.49417032,33.19794393,28.20107605,166.6219193,Squats
left,6.40475018,48.20583844,32.50765425,27.96741843,167.3764269,Squats
left,6.63244418,40.95930775,34.3699682,30.99496847,168.8000742,Squats
left,11.14420453,40.72804102,33.88188651,28.68904305,167.0690384,Squats
left,9.528123921,29.37655324,38.74835318,33.11036411,166.6348844,Squats
left,8.580493966,19.62187631,47.38694703,41.92888669,166.9216979,Squats
left,0.81597429,7.661045936,57.35107199,51.77529695,167.2061315,Squats
left,1.041274409,14.02010002,63.52567294,58.02672089,167.608254,Squats
left,2.872787062,15.01946336,87.39880991,82.39957756,168.4064585,Squats
left,2.230749712,22.76894985,117.0167321,111.3345677,168.4971762,Squats
left,1.721371228,21.00649802,124.736194,120.9070097,170.5860643,Squats
left,2.041691009,21.7455729,133.875365,130.5013004,171.3973469,Squats
left,1.942528963,22.41897084,143.0923623,139.8513837,171.9335892,Squats
left,5.496189894,13.95946658,155.4875869,151.0462902,172.2253061,Squats
left,4.547390868,17.22856564,162.2719903,157.5512687,172.7248364,Squats
left,8.184635908,2.067161079,164.7473066,159.9087039,172.8394762,Squats
left,2.466703891,8.877141403,166.4276911,161.1562055,172.6671215,Squats
left,5.799109702,45.98929537,168.6368914,163.5047681,172.7468098,Squats
left,9.26238254,64.44512872,171.5571564,167.1513453,173.6423942,Squats
left,10.08693378,60.5821806,172.3666477,168.2311976,173.7914445,Squats
left,7.995911032,58.0328566,172.7753328,168.7122775,173.8274601,Squats
left,8.022165636,54.93991155,173.9467176,169.9196361,174.1305753,Squats
left,0.735969561,37.13813402,174.2600854,170.071021,174.0690825,Squats
left,4.96376403,31.26984393,174.3744649,169.8189075,173.7416222,Squats
left,7.365157483,24.34594392,174.4836012,169.6557594,173.5124982,Squats
left,8.837515857,23.66566411,174.7106342,170.0569242,173.7369222,Squats
left,10.66593465,25.35412105,174.9733236,170.3135739,173.873587,Squats
left,8.664272614,27.22182842,175.2928106,170.5324222,173.9926342,Squats
left,8.156307847,27.99707962,175.5314128,170.5770415,173.9609606,Squats
left,9.920485849,30.78337453,175.6008957,170.6706459,173.9793681,Squats
left,10.35444113,35.13310651,175.6948306,170.821647,174.0524701,Squats
left,9.494465542,40.19352437,175.7768966,170.8703841,174.0715302,Squats
left,8.865552044,40.38447535,175.9182185,171.0493265,174.1511618,Squats
left,8.657554249,38.90887468,176.0111675,171.1324137,174.1986915,Squats
left,8.630741027,41.017199,176.1051373,171.201769,174.2367587,Squats
left,8.51429559,49.92443528,176.1540967,171.249887,174.2813946,Squats
left,8.471515082,55.8942348,176.165943,171.2779234,174.2991125,Squats
left,8.328030109,66.66224062,176.177296,171.2910456,174.3042823,Squats
left,7.88917278,89.40596313,176.1934261,171.3154548,174.313784,Squats
left,10.85070948,11.44435804,161.8417345,164.706964,176.1711055,Squats
left,11.33337093,4.050664745,161.9942294,164.1119903,175.6709045,Squats
left,11.5587852,2.870588263,161.4313342,163.0555144,175.318461,Squats
left,11.78026036,1.902354176,160.6586252,161.7757143,174.8557779,Squats
left,10.92843111,0.440221038,159.6935955,160.1345587,174.3239233,Squats
left,10.51311551,0.170190077,158.1691362,157.4477007,173.3373713,Squats
left,9.449623377,0.441648807,159.8281405,158.5362692,173.6507541,Squats
left,9.156996989,0.589481976,159.6436189,158.6928093,173.9146736,Squats
left,8.108389323,0.035394167,158.5317148,157.3261851,173.758199,Squats
left,7.259508849,0.822833241,159.0527467,158.1398448,173.8647012,Squats
left,6.899158167,1.013530337,157.2065794,156.6673102,174.0769242,Squats
left,6.792845077,1.301032034,154.5099904,154.6746174,174.5553196,Squats
left,7.111934705,1.286096761,150.7076416,150.5902795,174.1233576,Squats
left,7.239935766,1.325744941,147.6813945,147.6814836,174.1688745,Squats
left,7.175663578,0.819474149,146.5918501,148.1337164,175.7053635,Squats
left,7.169071918,0.378134752,140.2741761,142.0825813,176.0221238,Squats
left,7.429548556,0.642908695,148.2615151,151.0324369,176.706074,Squats
